"","ITEM","AREAPLANTED","COUNTY","STATE","DATE","AREAHARVESTED","PRODUCTION_Q","YIELD","P_PRICE","CROP_DEN","P_VALUE","EXP_VAL","IMP_VAL","LABOR_EXP","DOM_CONSUMP","LOC","deltay","deltayhat"
"8464","Corn",19020.22518,"Monroe_IL"," Illinois",1979,18089.44821,129960.8819,7.15556112,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,8.723404294,-1.052631573
"8465","Corn",49816.80255,"Montgomery_IL"," Illinois",1979,49371.64835,401595.2042,8.1598504,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,5.036555663,10.80108009
"8466","Corn",49007.43127,"Morgan"," Illinois",1979,48562.27706,425632.4934,8.7875312,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,5.119735752,-2.022653731
"8467","Corn",36462.17636,"Moultrie"," Illinois",1979,36057.49072,328314.875,9.1013716,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,0,0
"8468","Corn",93968.00612,"Ogle"," Illinois",1979,90042.55539,700345.4582,7.78324192,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,3.91903531,0.868809737
"8469","Corn",53458.97333,"Peoria"," Illinois",1979,52609.13349,396011.9894,7.5321696,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,6.20741863,0.762776502
"8470","Corn",15985.08287,"Perry"," Illinois",1979,15337.58584,92943.50741,6.08850376,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,4.050632864,3.947368466
"8471","Corn",59933.94361,"Piatt"," Illinois",1979,59084.10376,531868.5226,8.97583544,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,4.861580007,-2.629848786
"8472","Corn",53054.28769,"Pike"," Illinois",1979,52042.57359,377377.5655,7.28109728,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,3.966437835,6.498781484
"8473","Corn",15378.0544,"Putnam"," Illinois",1979,15054.30589,117090.0223,7.78324192,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,3.947368466,-15.55555558
"8474","Corn",21448.33904,"Randolph"," Illinois",1979,20396.15637,123595.3058,6.08850376,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,2.075471668,-5.357142829
"8475","Corn",23916.92145,"Richland"," Illinois",1979,23309.89299,162129.1404,6.96725688,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,1.69204741,3.684210488
"8476","Corn",34438.74815,"Rock Island"," Illinois",1979,34034.06251,264712.4568,7.78324192,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,6.462984718,-2.296211267
"8477","Corn",27801.90362,"Saint Clair"," Illinois",1979,27113.93803,203269.1526,7.46940152,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,2.037845709,-1.293103455
"8478","Corn",15378.0544,"Saline_IL"," Illinois",1979,15216.18015,97449.70534,6.40234416,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,13.42105267,-12.6436782
"8479","Corn",83850.86506,"Sangamon"," Illinois",1979,83122.43091,733786.3239,8.85029928,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,2.220077227,-2.356267671
"8480","Corn",23916.92145,"Schuyler"," Illinois",1979,23350.36155,159764.2755,6.84172072,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,1.69204741,1.721170387
"8481","Corn",63576.11439,"Shelby_IL"," Illinois",1979,62564.40028,502418.2077,8.03431424,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,0.063653717,1.946787806
"8482","Corn",43746.51792,"Stark"," Illinois",1979,43260.89515,352781.4468,8.1598504,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,0.092506951,-1.816530439
"8483","Corn",69686.86759,"Stephenson"," Illinois",1979,65720.94829,507010.7702,7.72047384,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,2.322880373,3.672486458
"8484","Corn",74947.78094,"Tazewell"," Illinois",1979,74097.94109,590301.7679,7.97154616,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,0.107991349,-4.14078674
"8485","Corn",93563.32048,"Vermilion"," Illinois",1979,92713.48063,805420.6462,8.66199504,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,2.076124565,2.210433244
"8486","Corn",68472.81066,"Warren_IL"," Illinois",1979,67582.50225,603688.2747,8.91306736,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,2.186761235,-4.514672689
"8487","Corn",27154.40659,"Washington_IL"," Illinois",1979,25535.66402,175482.6255,6.84172072,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,7.749627424,-5.625879048
"8488","Corn",29582.52044,"Wayne_IL"," Illinois",1979,29380.17762,200950.0102,6.84172072,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,6.292749679,-9.305210929
"8489","Corn",30472.82886,"White"," Illinois",1979,30189.54891,191467.6895,6.33957608,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,5.444887108,-9.057970996
"8490","Corn",96800.80561,"Whiteside"," Illinois",1979,94170.34894,732452.7535,7.78324192,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,2.132107028,-1.238645751
"8491","Corn",67218.28517,"Will"," Illinois",1979,66004.22824,483926.0313,7.34386536,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,2.46839253,1.218769037
"8492","Corn",7486.684381,"Williamson"," Illinois",1979,7284.34156,45506.50274,6.276808,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,10.81081081,0
"8493","Corn",43746.51792,"Winnebago_IL"," Illinois",1979,41035.12412,319167.8521,7.78324192,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,3.237742836,3.346080312
"8494","Corn",63980.80003,"Woodford"," Illinois",1979,63252.36588,515804.7145,8.1598504,2.57,22200,3606610000,6455507609,18808800,2.83,132150000,80.79,1.075268815,-1.249219247
"8495","Corn",60298.16069,"Adams_NE"," Nebraska",1979,58193.79535,477265.7996,8.203788056,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,2.68456376,8.759124094
"8496","Corn",87816.78436,"Antelope"," Nebraska",1979,84498.36209,541297.5005,6.408620968,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,5.52995391,5.237633371
"8497","Corn",62726.27454,"Boone_NE"," Nebraska",1979,59124.57233,391180.6543,6.615755632,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,6.4516129,3.471295061
"8498","Corn",10926.51234,"Box Butte"," Nebraska",1979,9307.769771,64468.60394,6.923319224,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,1.851851842,0
"8499","Corn",78509.01459,"Buffalo"," Nebraska",1979,75838.08935,615088.3966,8.109635936,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,4.12371133,8.988764052
"8500","Corn",50990.39092,"Burt"," Nebraska",1979,48602.74563,325645.1941,6.697354136,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,2.380952368,0.238663499
"8501","Corn",48562.27706,"Boone_NE"," Nebraska",1979,47429.15727,343421.0526,7.243436432,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,4.166666686,4.347826085
"8502","Corn",32779.53702,"Cass_NE"," Nebraska",1979,31686.88578,212807.3562,6.71618456,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,12.34567901,16.54676261
"8503","Corn",62726.27454,"Cedar_NE"," Nebraska",1979,56170.36714,316373.7045,5.630296776,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,1.29032259,0.780234069
"8504","Corn",49371.64835,"Chase"," Nebraska",1979,47388.6887,367318.6344,7.75185788,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,-3.278688527,4.273504271
"8505","Corn",9307.769771,"Cherry"," Nebraska",1979,6879.655917,40812.33489,5.93158356,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,-26.08695653,4.545454555
"8506","Corn",56251.30427,"Clay_NE"," Nebraska",1979,53863.65898,452926.2345,8.41092272,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,-6.474820144,2.205882359
"8507","Corn",40063.87858,"Colfax"," Nebraska",1979,38323.73032,256446.8604,6.691077328,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,4.040404043,7.142857147
"8508","Corn",62726.27454,"Cuming"," Nebraska",1979,56898.80129,369114.5092,6.490219472,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,-2.580645163,-5.430140336
"8509","Corn",80937.12844,"Custer"," Nebraska",1979,73814.66114,468448.9941,6.345852888,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,2.499999999,8.108108104
"8510","Corn",76485.58638,"Dawson"," Nebraska",1979,68634.68492,574939.0368,8.37953868,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,4.761904762,8.620689665
"8511","Corn",45324.79193,"Dixon"," Nebraska",1979,42775.27238,245420.1382,5.737002512,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,-5.357142872,0.719424474
"8512","Corn",57870.04683,"Dodge"," Nebraska",1979,55199.1216,388239.179,7.036301768,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,2.097902104,2.877697826
"8513","Corn",35612.33651,"Dundy"," Nebraska",1979,34438.74815,253167.5472,7.350142168,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,1.136363658,6.151990334
"8514","Corn",57870.04683,"Fillmore"," Nebraska",1979,55968.02432,469071.327,8.37953868,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,-3.496503495,5.925925912
"8515","Corn",25090.50982,"Franklin_NE"," Nebraska",1979,23916.92145,179521.4387,7.507062368,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,1.612903217,0.161550912
"8516","Corn",19020.22518,"Furnas"," Nebraska",1979,17603.82544,121705.446,6.910765608,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,4.255319179,5.381165913
"8517","Corn",24685.82417,"Gage"," Nebraska",1979,23309.89299,164582.91,7.061409,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,6.557377055,9.31899642
"8518","Corn",8498.398486,"Garfield"," Nebraska",1979,7324.810124,45465.8606,6.207763112,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,2.38095238,13.51351351
"8519","Corn",23471.76725,"Gosper"," Nebraska",1979,22540.99027,183184.3121,8.12846636,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,1.724137921,0
"8520","Corn",31565.48009,"Greeley"," Nebraska",1979,29177.8348,191523.5724,6.565541168,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,6.410256407,7.438016537
"8521","Corn",75271.52945,"Hall"," Nebraska",1979,72034.04431,599837.4314,8.329324216,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,5.913978489,8.139534882
"8522","Corn",88626.15564,"Hamilton_NE"," Nebraska",1979,86481.32174,735320.5649,8.50507484,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,4.566210043,4.285714286
"8523","Corn",22662.39596,"Harlan"," Nebraska",1979,21650.68186,176033.8346,8.12846636,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,3.571428597,-1.060070692
"8524","Corn",15378.0544,"Hayes"," Nebraska",1979,14285.40317,102415.6675,7.168114736,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,2.631578999,5.555555525
"8525","Corn",11331.19798,"Hitchcock"," Nebraska",1979,10643.23239,76485.97846,7.18694516,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,3.571428553,-3.448275844
"8526","Corn",84174.61358,"Holt"," Nebraska",1979,80208.69428,608486.5881,7.588660872,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,3.365384609,5.583756353
"8527","Corn",43706.04936,"Howard_NE"," Nebraska",1979,40428.09566,302964.3365,7.494508752,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,5.555555548,5.882352958
"8528","Corn",19020.22518,"Jefferson_NE"," Nebraska",1979,18089.44821,142001.1177,7.852286808,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,6.382978742,17.49999996
"8529","Corn",9307.769771,"Johnson_NE"," Nebraska",1979,8781.678436,57722.00772,6.571817976,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,13.04347829,18.55670103
"8530","Corn",66773.13096,"Kearney"," Nebraska",1979,64466.4228,559428.9778,8.680825464,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,4.24242425,11.26095751
"8531","Corn",16996.79697,"Keith"," Nebraska",1979,15175.71158,110305.3241,7.268543664,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,2.380952368,0
"8532","Corn",6474.970275,"Keya Paha"," Nebraska",1979,5827.473248,34657.58992,5.950413984,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,-25,11.1111111
"8533","Corn",55846.61862,"Knox_NE"," Nebraska",1979,49452.58548,275543.5887,5.573805504,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,0,2.22222221
"8534","Corn",9307.769771,"Lancaster"," Nebraska",1979,8417.461358,58118.26864,6.9044888,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,8.695652223,13.30049261
"8535","Corn",54227.87605,"Lincoln"," Nebraska",1979,48602.74563,361461.0851,7.43801748,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,5.223880606,4.687499994
"8536","Corn",7203.404431,"Logan_NE"," Nebraska",1979,6232.15889,32523.87726,5.216027448,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,6.741573039,7.228915653
"8537","Corn",60702.84633,"Madison_NE"," Nebraska",1979,58679.41812,384743.9545,6.55926436,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,2.000000006,2.1102791
"8538","Corn",63535.64583,"Merrick"," Nebraska",1979,61431.28049,461082.6051,7.507062368,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,5.095541389,6.657608707
"8539","Corn",17199.13979,"Morrill"," Nebraska",1979,15013.83733,109868.421,7.318758128,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,-5.88235291,6.249999965
"8540","Corn",24685.82417,"Nemaha"," Nebraska",1979,23755.0472,162456.8177,6.84172072,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,11.47540986,9.909909901
"8541","Corn",16187.42569,"Nuckolls"," Nebraska",1979,15297.11728,128794.9604,8.417199528,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,0,5.263157932
"8542","Corn",29542.05188,"Otoe"," Nebraska",1979,28247.05783,187510.1605,6.640862864,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,12.32876712,14.0625
"8543","Corn",8498.398486,"Pawnee"," Nebraska",1979,8093.712844,48567.36436,6.000628448,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,23.80952385,23.52941177
"8544","Corn",33993.59394,"Perkins"," Nebraska",1979,32617.66276,256340.1748,7.858563616,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,2.380952398,12
"8545","Corn",78104.32894,"Phelps"," Nebraska",1979,74219.34678,644299.939,8.680825464,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,5.181347161,7.82122905
"8546","Corn",58679.41812,"Pierce"," Nebraska",1979,56696.45847,360765.0884,6.364683312,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,2.068965523,1.398601408
"8547","Corn",74462.15816,"Platte"," Nebraska",1979,71305.61016,480080.2682,6.735014984,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,6.521739136,0
"8548","Corn",45729.47757,"Polk_NE"," Nebraska",1979,44191.67213,355649.2583,8.046867856,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,-1.769911517,3.669724773
"8549","Corn",28327.99495,"Richardson"," Nebraska",1979,27073.46946,185889.555,6.866827952,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,4.285714298,1.892285281
"8550","Corn",23471.76725,"Saline_NE"," Nebraska",1979,22702.86453,179140.4186,7.889947656,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,3.448275843,4.504504525
"8551","Corn",20638.96775,"Sarpy"," Nebraska",1979,19748.65934,132401.9508,6.703630944,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,5.882352958,4.08163263
"8552","Corn",61916.90326,"Saunders"," Nebraska",1979,58598.48099,390703.1091,6.665970096,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,3.267973854,6.993007007
"8553","Corn",26304.56674,"Scotts Bluff"," Nebraska",1979,22540.99027,160150.3759,7.105346656,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,-12.30769228,-0.914634164
"8554","Corn",36017.02216,"Seward"," Nebraska",1979,33710.314,265002.0321,7.858563616,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,1.123595499,5.826397156
"8555","Corn",10319.48388,"Sheridan"," Nebraska",1979,8296.055665,51691.72932,6.232870344,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,-11.76470592,9.44206013
"8556","Corn",23876.45289,"Sherman"," Nebraska",1979,22824.27022,156982.8287,6.879381568,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,5.084745777,7.272727278
"8557","Corn",4289.667807,"Sioux_NE"," Nebraska",1979,3561.233651,22614.81406,6.352129696,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,-5.660377351,8.163265286
"8558","Corn",38849.82165,"Stanton"," Nebraska",1979,36704.98775,220780.8372,6.013182064,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,2.083333348,1.372756059
"8559","Corn",31565.48009,"Thayer"," Nebraska",1979,30553.76599,259622.028,8.498798032,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,2.564102582,6.703146387
"8560","Corn",28327.99495,"Valley"," Nebraska",1979,26061.75536,189450.823,7.268543664,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,4.285714298,5.42168674
"8561","Corn",38040.45037,"Washington_NE"," Nebraska",1979,35490.93082,232828.6933,6.55926436,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,4.255319152,5.381165941
"8562","Corn",46943.5345,"Wayne_NE"," Nebraska",1979,42491.99243,239280.634,5.630296776,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,-1.724137943,0.259291286
"8563","Corn",14163.99748,"Webster_NE"," Nebraska",1979,13314.15763,94739.38224,7.117900272,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,0,4.166666673
"8564","Corn",76080.90073,"York"," Nebraska",1979,74300.28391,616792.8266,8.304216984,2.42,19400,1989845000,6455507609,18808800,2.83,132150000,80.79,1.595744685,5.44026921
"8565","Corn",48562.27706,"Adair"," Iowa",1980,46943.5345,264173.9484,5.630296776,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,2.500000007,0
"8566","Corn",33993.59394,"Adams_IO"," Iowa",1980,29946.73752,147327.7789,4.921017472,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,1.190476214,6.329113922
"8567","Corn",34398.27959,"Allamakee"," Iowa",1980,30756.10881,220991.6684,7.18694516,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,14.11764704,0
"8568","Corn",54632.5617,"Audubon"," Iowa",1980,51799.7622,294655.5578,5.686788048,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,-0.740740755,2.272727279
"8569","Corn",75676.21509,"Benton"," Iowa",1980,70819.98739,469924.812,6.634586056,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,0,3.314917123
"8570","Corn",63130.96018,"Black Hawk"," Iowa",1980,61512.21761,454684.0073,7.394079824,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,0,2.63157895
"8571","Corn",63130.96018,"Boone_IO"," Iowa",1980,62321.5889,464844.5438,7.456847904,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,-1.282051275,0
"8572","Corn",49371.64835,"Bremer"," Iowa",1980,47348.22014,365779.3131,7.726750648,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,8.196721307,6.086956532
"8573","Corn",68391.87353,"Buchanan"," Iowa",1980,67177.81661,533428.165,7.94016212,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,7.692307695,0
"8574","Corn",71224.67303,"Buena Vista"," Iowa",1980,68796.55917,525807.7626,7.645152144,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,2.840909089,0.571428568
"8575","Corn",70415.30174,"Boone_IO"," Iowa",1980,68391.87353,533428.165,7.802072344,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,3.448275872,0
"8576","Corn",65154.38839,"Calhoun"," Iowa",1980,63940.33147,495326.1532,7.745581072,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,2.484472052,0.624999997
"8577","Corn",76890.27202,"Carroll_IO"," Iowa",1980,64749.70275,398801.0567,6.157548648,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,-5.789473692,0.529100526
"8578","Corn",59893.47505,"Cass_IO"," Iowa",1980,52204.44784,289575.2896,5.548698272,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,0,-1.333333326
"8579","Corn",73652.78688,"Cedar_IO"," Iowa",1980,72438.72995,566449.9085,7.820902768,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,2.197802199,0
"8580","Corn",66368.44532,"Cerro Gordo"," Iowa",1980,64345.01711,525807.7626,8.172404016,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,6.707317082,3.797468349
"8581","Corn",64749.70275,"Cherokee"," Iowa",1980,57870.04683,406421.459,7.023748152,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,3.750000011,-1.23456791
"8582","Corn",52204.44784,"Chickasaw"," Iowa",1980,48966.96271,375939.8496,7.676536184,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,10.07751938,4.032258063
"8583","Corn",20234.28211,"Clarke"," Iowa",1980,17401.48261,91444.82828,5.253688296,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,14.00000002,6.382978742
"8584","Corn",66368.44532,"Clay_IO"," Iowa",1980,61512.21761,487705.7508,7.927608504,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,0.609756094,4.458598717
"8585","Corn",62726.27454,"Clayton"," Iowa",1980,60702.84633,441983.3367,7.28109728,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,9.032258063,0
"8586","Corn",87412.09872,"Clinton_IO"," Iowa",1980,84579.29922,652814.4686,7.72047384,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,2.314814814,-1.369863006
"8587","Corn",77294.95766,"Crawford_IO"," Iowa",1980,72843.4156,309896.3625,4.255675824,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,-4.712041885,0
"8588","Corn",66773.13096,"Dallas"," Iowa",1980,64749.70275,393720.7884,6.082226952,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,-7.272727263,4.430379738
"8589","Corn",22662.39596,"Decatur"," Iowa",1980,19424.91083,101605.3648,5.228581064,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,10.71428575,11.99999998
"8590","Corn",71629.35867,"Delaware"," Iowa",1980,69201.24482,541048.5673,7.820902768,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,5.649717511,1.142857137
"8591","Corn",38445.13601,"Des Moines"," Iowa",1980,37635.76472,274334.4849,7.287374088,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,3.157894746,0
"8592","Corn",41277.9355,"Dickinson"," Iowa",1980,38040.45037,299735.826,7.87739404,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,4.901960807,-2.857142865
"8593","Corn",54632.5617,"Dubuque"," Iowa",1980,51395.07656,393720.7884,7.65770576,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,3.703703702,1.503759409
"8594","Corn",46538.84885,"Emmet"," Iowa",1980,44515.42064,388640.5202,8.731039928,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,1.739130447,1.769911495
"8595","Corn",80127.75716,"Fayette"," Iowa",1980,76080.90073,599471.6521,7.87739404,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,2.020202009,4.210526319
"8596","Corn",55037.24734,"Floyd"," Iowa",1980,53823.19041,426742.532,7.927608504,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,4.4117647,3.030303033
"8597","Corn",74057.47252,"Franklin_IO"," Iowa",1980,72438.72995,599471.6521,8.272832944,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,2.185792351,3.97727272
"8598","Corn",46538.84885,"Fremont"," Iowa",1980,45324.79193,266714.0825,5.887645904,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,0,-5.737704927
"8599","Corn",68796.55917,"Greene_IO"," Iowa",1980,65963.75968,467384.6779,7.086516232,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,-5.294117648,3.658536581
"8600","Corn",65154.38839,"Grundy_IO"," Iowa",1980,61512.21761,472464.9461,7.682812992,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,4.347826094,3.205128204
"8601","Corn",48562.27706,"Guthrie"," Iowa",1980,44920.10628,271794.3507,6.050842912,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,2.500000007,7.142857126
"8602","Corn",69605.93046,"Hamilton_IO"," Iowa",1980,68796.55917,541048.5673,7.864840424,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,0,2.380952383
"8603","Corn",70010.6161,"Hancock_IO"," Iowa",1980,67177.81661,538508.4332,8.015483816,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,3.468208088,1.764705887
"8604","Corn",71224.67303,"Hardin"," Iowa",1980,68391.87353,518187.3603,7.576107256,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,1.13636363,4.142011841
"8605","Corn",71224.67303,"Harrison"," Iowa",1980,68796.55917,345458.2402,5.0214464,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,2.840909089,1.149425295
"8606","Corn",43301.36372,"Henry_IO"," Iowa",1980,42896.67807,320056.899,7.463124712,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,6.542056062,3.883495148
"8607","Corn",46538.84885,"Howard_IO"," Iowa",1980,43706.04936,330217.4355,7.557276832,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,6.956521745,7.476635496
"8608","Corn",53013.81913,"Humboldt"," Iowa",1980,51395.07656,386100.3861,7.513339176,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,2.290076323,0.769230765
"8609","Corn",55846.61862,"Ida"," Iowa",1980,50181.01963,226071.9366,4.506748144,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,-1.449275355,-0.719424474
"8610","Corn",61512.21761,"Iowa"," Iowa",1980,59084.10376,419122.1296,7.09279304,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,9.868421065,3.401360543
"8611","Corn",47752.90578,"Jackson_IO"," Iowa",1980,43301.36372,312436.4966,7.2183292,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,13.55932202,5.35714285
"8612","Corn",72843.4156,"Jasper_IO"," Iowa",1980,70415.30174,454684.0073,6.458835432,2.97,20200,4345110000,6455507609,18808800,2.83,124246000,80.79,2.777777776,2.857142856
