X,ITEM,AREAPLANTED,COUNTY,STATE,DATE,AREAHARVESTED,PRODUCTION_Q,YIELD,P_PRICE,CROP_DEN,P_VALUE,EXP_VAL,IMP_VAL,LABOR_EXP,DOM_CONSUMP,LOC,deltay,deltayhat
8605,Corn,68594.21635,Wright, Iowa,1974,67137.34804,408986.9945,6.094780568,2.97,18600,2874960000,6455507609,18808800,2.83,88404000,80.79,0.648967557,11.88118812
8652,Corn,47267.28301,Adams, Illinois,1974,43058.55233,220857.0412,5.14698256,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,11.47260273,6.375227698
8699,Corn,3277.953702,Alexander, Illinois,1974,3035.142317,11859.8862,3.89162096,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,4.938271608,-19
8746,Corn,16227.89425,Bond, Illinois,1974,13840.24896,57038.71164,4.14269328,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,17.45635913,-2.669902934
8792,Corn,31808.29148,Boone, Illinois,1974,27720.96649,110500.9144,4.01715712,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,-1.272264655,16.96428571
8839,Corn,12869.00342,Brown, Illinois,1974,11452.60367,52133.71266,4.58206984,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,11.94968553,19.10112354
8886,Corn,101454.6905,Bureau, Illinois,1974,98217.20536,523526.7222,5.3352868,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,4.028719599,7.366167028
8933,Corn,8215.118537,Calhoun, Illinois,1974,7567.621509,40784.39341,5.39805488,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,11.33004926,3.571428577
8979,Corn,52366.3221,Carroll, Illinois,1974,45689.009,237736.2325,5.20975064,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,0.618238014,5.891980352
9026,Corn,26749.72095,Cass, Illinois,1974,26304.56674,160109.7338,6.08850376,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,15.27987899,0
9073,Corn,113676.1969,Champaign, Illinois,1974,112300.2657,662390.7742,5.90019952,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,1.95799214,7.996924303
9120,Corn,67137.34804,Christian, Illinois,1974,65640.01116,407861.7151,6.21403992,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,6.931886686,6.482670096
9167,Corn,25454.72689,Clark, Illinois,1974,24119.26428,93111.15627,3.89162096,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,16.37519875,-15.45698926
9214,Corn,12545.25491,Clay, Illinois,1974,11776.35219,45460.78033,3.89162096,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,35.80645162,-16.66666666
9261,Corn,26668.78382,Clinton, Illinois,1974,21933.96181,91244.15769,4.14269328,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,9.256449175,0.457317063
9308,Corn,45769.94613,Coles, Illinois,1974,44515.42064,239460.9835,5.39805488,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,6.366047759,3.66636114
9355,Corn,19829.59647,Crawford, Illinois,1974,19182.09944,82549.2786,4.33099752,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,31.02040815,-19.67213112
9402,Corn,17522.88831,Cumberland, Illinois,1974,16592.11133,70354.09469,4.26822944,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,15.70438795,-13.57285426
9448,Corn,77780.58043,De Kalb, Illinois,1974,71669.82723,358247.8155,5.0214464,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,3.173777319,9.26662877
9495,Corn,44960.57485,De Witt, Illinois,1974,44596.35777,268255.9439,6.02573568,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,4.590459034,13.13645623
9542,Corn,52325.85354,Douglas, Illinois,1974,51435.54512,296217.7403,5.77466336,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,1.546790401,11.46551724
9589,Corn,8174.649972,Dupage, Illinois,1974,7769.96433,32447.67324,4.20546136,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,-0.990099005,15.42857143
9627,Corn,61795.49756,Edgar, Illinois,1974,58719.88668,289859.7846,4.95867832,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,1.768172898,9.856115093
9674,Corn,13395.09476,Edwards, Illinois,1974,13111.81481,55989.63625,4.26822944,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,13.59516616,5.750798754
9721,Corn,25414.25833,Effingham, Illinois,1974,23188.4873,96855.31396,4.20546136,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,14.96815288,-4.26829269
9768,Corn,24766.7613,Fayette, Illinois,1974,23593.17294,89587.99024,3.7660848,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,14.70588236,-8.245877055
9814,Corn,55280.05872,Ford, Illinois,1974,53782.72185,272886.6084,5.08421448,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,4.099560768,12.05906481
9861,Corn,8741.209872,Franklin, Illinois,1974,7931.838587,29386.81162,3.70331672,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,27.3148148,-13.60000004
9908,Corn,51314.13943,Fulton, Illinois,1974,48764.61989,218857.9557,4.51930176,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,19.24290221,-7.309941517
9955,Corn,19667.72221,Gallatin, Illinois,1974,19424.91083,98803.59683,5.08421448,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,13.37448563,14.89361698
10002,Corn,38080.91893,Greene, Illinois,1974,37069.20483,202128.6324,5.46082296,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,4.888416594,8.660508094
10049,Corn,43463.23797,Grundy, Illinois,1974,42451.52387,190708.1894,4.51930176,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,2.607076354,7.507507491
10096,Corn,13192.75194,Hamilton, Illinois,1974,12909.47199,48638.48811,3.7660848,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,10.73619626,0
10143,Corn,58436.60673,Hancock, Illinois,1974,56089.43001,338041.0486,6.02573568,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,13.01939059,4.2599278
10190,Corn,1982.959647,Hardin, Illinois,1974,1902.022518,7046.332046,3.70331672,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,2.040816315,22.5
10231,Corn,34155.4682,Henderson, Illinois,1974,32779.53702,214369.5387,6.52788032,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,9.715639822,8.762886609
10278,Corn,96760.33705,Henry, Illinois,1974,88342.87569,442864.7632,5.0214464,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,2.634880807,4.183006541
10325,Corn,126100.0461,Iroquois, Illinois,1974,122660.2182,661260.4145,5.39805488,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,5.744544292,6.785469486
10372,Corn,9024.489821,Jackson, Illinois,1974,7769.96433,26935.5822,3.4522444,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,19.28251118,-10.08064519
10419,Corn,21893.49324,Jasper, Illinois,1974,20517.56206,88295.06198,4.33099752,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,40.8502773,-18.27794562
10466,Corn,12788.06629,Jefferson, Illinois,1974,11088.3866,42473.5826,3.82885288,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,22.15189878,-7.871720159
10513,Corn,19870.06503,Jersey, Illinois,1974,18736.94523,106919.3253,5.71189528,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,5.091649718,17.18377086
10559,Corn,32253.44568,Jo Daviess, Illinois,1974,27194.87516,117346.5759,4.33099752,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,4.265997511,2.310654666
10606,Corn,5706.067555,Johnson, Illinois,1974,5018.101963,18977.342,3.7660848,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,-7.801418432,-7.236842099
10652,Corn,48036.18573,Kane, Illinois,1974,42330.11817,192841.902,4.58206984,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,5.054759892,7.615593848
10699,Corn,75028.71806,Kankakee, Illinois,1974,73733.72401,327349.624,4.45653368,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,0.485436896,8.041958039
10746,Corn,36381.23923,Kendall, Illinois,1974,35167.18231,162433.9565,4.64483792,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,2.447163535,9.367396578
10793,Corn,66530.31958,Knox, Illinois,1974,63535.64583,374771.3879,5.90019952,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,6.021897813,8.157894748
10840,Corn,127516.4459,La Salle, Illinois,1974,124602.7092,662258.6872,5.3352868,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,0.158679768,9.714484754
10887,Corn,8984.021257,Lake, Illinois,1974,7365.278688,27029.56716,3.64054864,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,12.61261267,0.452488685
10933,Corn,24159.73284,Lawrence, Illinois,1974,23390.83012,96220.28043,4.14269328,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,22.61306533,-4.019292583
10980,Corn,81989.31111,Lee, Illinois,1974,79804.00864,369673.3387,4.64483792,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,2.319842055,10.77091307
11027,Corn,118168.2075,Livingston, Illinois,1974,114971.1909,568763.9707,4.95867832,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,4.623287698,7.988165612
11074,Corn,69767.80472,Logan, Illinois,1974,68513.27922,412121.52,6.02573568,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,12.12296983,5.250305261
11121,Corn,60662.37777,Macon, Illinois,1974,59569.72653,335927.657,5.6491272,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,5.537024682,5.786873684
11168,Corn,56332.24139,Macoupin, Illinois,1974,54794.43595,316152.7129,5.77466336,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,7.327586207,3.417533425
11215,Corn,30391.89173,Madison, Illinois,1974,28975.49198,143299.1262,4.95867832,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,8.788282295,0
11262,Corn,15620.86579,Marion, Illinois,1974,14487.74599,52260.71936,3.57778056,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,32.3834197,-13.06306304
11309,Corn,40225.75283,Marshall, Illinois,1974,39497.31868,185612.6803,4.707606,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,9.859154947,5.970149237
11356,Corn,41520.74689,Mason, Illinois,1974,40994.65555,195216.9274,4.77037408,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,9.84405459,3.846153845
11402,Corn,7122.467303,Massac, Illinois,1974,6839.187353,32640.72343,4.77037408,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,2.272727274,6.024096382
11448,Corn,55037.24734,McDonough, Illinois,1974,51759.29364,338493.1924,6.52788032,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,6.764705885,9.500805157
11495,Corn,46134.16321,McHenry, Illinois,1974,39294.97586,166581.9955,4.26822944,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,9.824561398,9.195402286
11542,Corn,151109.6188,McLean, Illinois,1974,147588.8537,832290.1849,5.6491272,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,-0.241028402,11.29657225
11589,Corn,30391.89173,Menard, Illinois,1974,29987.20609,189773.42,6.33957608,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,1.997336873,8.526011564
11635,Corn,59165.04089,Mercer, Illinois,1974,58153.32678,361636.3544,6.21403992,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,6.292749661,13.95167577
11682,Corn,15378.0544,Monroe, Illinois,1974,13718.84327,54475.71632,3.95438904,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,-1.052631534,23.77850156
11729,Corn,47429.15727,Montgomery, Illinois,1974,46134.16321,257409.5712,5.58635912,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,10.32423208,7.227813373
11776,Corn,46619.78598,Morgan, Illinois,1974,46053.22608,306596.7283,6.65341648,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,3.993055568,21.00840335
11823,Corn,34276.87389,Moultrie, Illinois,1974,32820.00558,197320.1585,6.02573568,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,6.493506517,11.74142478
11870,Corn,85307.73338,Ogle, Illinois,1974,76161.83786,338302.6824,4.45653368,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,3.557874755,9.449636555
11917,Corn,46984.00306,Peoria, Illinois,1974,45891.35183,218535.3587,4.77037408,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,8.699397079,5.258386232
11964,Corn,11128.85516,Perry, Illinois,1974,9591.04972,32038.71164,3.32670824,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,4.000000032,10.44176707
12011,Corn,56251.30427,Piatt, Illinois,1974,55563.33867,320684.3121,5.77466336,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,5.899280564,11.28903124
12058,Corn,48724.15132,Pike, Illinois,1974,44474.95208,219952.7535,4.95867832,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,8.222591367,3.43642612
12105,Corn,4815.759142,Pope, Illinois,1974,4613.416321,19698.74009,4.26822944,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,0.84033613,-1.652892573
12150,Corn,3277.953702,Pulaski, Illinois,1974,3035.142317,11859.8862,3.89162096,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,4.938271608,10.95890412
12196,Corn,17441.95118,Putnam, Illinois,1974,17158.67123,89283.17415,5.20975064,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,5.104408336,8.838383853
12243,Corn,19222.568,Randolph, Illinois,1974,16753.98559,61247.71388,3.64054864,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,3.578947412,12.02830186
12290,Corn,17361.01405,Richland, Illinois,1974,16632.57989,65261.12579,3.95438904,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,28.43822847,1.658767775
12337,Corn,32658.13133,Rock Island, Illinois,1974,31767.82291,169332.9608,5.3352868,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,2.973977691,14.95726498
12384,Corn,27113.93803,Saint Clair, Illinois,1974,25576.13259,127349.6241,4.95867832,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,4.776119384,6.6878981
12431,Corn,13880.71753,Saline, Illinois,1974,13435.56332,61590.63198,4.58206984,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,9.620991257,-2.556818195
12478,Corn,81463.21977,Sangamon, Illinois,1974,80491.97423,510358.6669,6.33957608,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,3.129657233,7.93565683
12525,Corn,18979.75662,Schuyler, Illinois,1974,16915.85984,63988.51859,3.7660848,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,32.40938165,-13.46863469
12572,Corn,17037.26554,Scott, Illinois,1974,16592.11133,88368.72587,5.3352868,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,-1.187648449,14.09214092
12618,Corn,57343.9555,Shelby, Illinois,1974,54632.5617,280054.8669,5.14698256,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,11.78546224,-4.963112002
12665,Corn,39092.63304,Stark, Illinois,1974,38404.66744,228604.4503,5.9629676,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,5.797101433,9.52380954
12712,Corn,61916.90326,Stephenson, Illinois,1974,52811.47631,231233.4891,4.3937656,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,4.836601303,5.80912864
12759,Corn,69970.14754,Tazewell, Illinois,1974,68351.40497,368319.4473,5.39805488,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,3.123192585,3.28554362
12806,Corn,5099.039092,Union, Illinois,1974,4694.35345,16866.49055,3.57778056,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,3.174603177,26.00000001
12852,Corn,84741.17348,Vermilion, Illinois,1974,83729.45937,446072.9526,5.3352868,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,2.817574022,8.609958505
12899,Corn,15823.20861,Wabash, Illinois,1974,15458.99153,68923.99918,4.45653368,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,16.62404089,-9.490740725
12945,Corn,65882.82255,Warren, Illinois,1974,63576.11439,423920.443,6.65341648,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,5.835380834,10.59782609
12992,Corn,25171.44694,Washington, Illinois,1974,21933.96181,102303.9016,4.64483792,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,11.25401931,9.314586979
13039,Corn,20315.21924,Wayne, Illinois,1974,19870.06503,68626.80349,3.4522444,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,33.66533863,-3.0888031
13086,Corn,28935.02342,White, Illinois,1974,27680.49793,116462.6092,4.20546136,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,12.58741259,12.24489796
13133,Corn,78509.01459,Whiteside, Illinois,1974,70091.55323,324682.4832,4.64483792,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,16.13402062,-1.372648699
13180,Corn,57708.17258,Will, Illinois,1974,56089.43001,191642.9587,3.38947632,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,1.823281908,0.920028318
13227,Corn,4127.79355,Williamson, Illinois,1974,3520.765087,11984.35277,3.38947632,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,-1.960784303,-12.82051283
13274,Corn,39578.25581,Winnebago, Illinois,1974,34924.37092,132968.4007,3.82885288,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,5.521472398,4.935622334
13321,Corn,65559.07404,Woodford, Illinois,1974,63737.98865,307516.2568,4.83314216,3.02,22200,2451636000,6455507609,18808800,2.83,88404000,80.79,0.123456777,10.35422345
13401,Corn,43827.45505,Adams_NE, Nebraska,1974,41116.06125,272249.0347,6.62203244,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-0.738688819,16.70258619
13481,Corn,75433.40371,Antelope, Nebraska,1974,66651.72527,230517.1713,3.458521208,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-11.58798284,8.942139106
13561,Corn,52932.882,Boone_NE, Nebraska,1974,41520.74689,138008.0268,3.32670824,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-5.275229356,-3.539823004
13641,Corn,8215.118537,Box Butte, Nebraska,1974,6151.221761,33204.6332,5.39805488,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,1.970443351,10.92896176
13721,Corn,63252.36588,Buffalo, Nebraska,1974,58598.48099,387931.8228,6.62203244,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,3.710812532,2.828947383
13801,Corn,60014.88074,Burt, Nebraska,1974,48359.93424,120811.3188,2.498169584,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-10.72151045,8.248175188
13881,Corn,46619.78598,Butler, Nebraska,1974,41480.27833,151031.2944,3.64054864,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,1.475694441,-1.538461547
13961,Corn,45931.82039,Cass_NE, Nebraska,1974,34681.55954,55730.54257,1.606862848,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-18.41409691,10.08729389
14041,Corn,60621.9092,Cedar, Nebraska,1974,45446.19762,98127.92115,2.159221952,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-5.206942592,-3.354838711
14121,Corn,33548.43974,Chase, Nebraska,1974,31565.48009,183001.4225,5.799770592,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,2.533172501,14.03026135
14201,Corn,6110.753197,Cherry, Nebraska,1974,4006.387858,17067.16115,4.261952632,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,6.622516553,15.26717556
14281,Corn,44879.63772,Clay_NE, Nebraska,1974,42330.11817,290939.3416,6.87310476,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,6.221821458,3.936269922
14361,Corn,40589.96991,Colfax, Nebraska,1974,32496.25707,83148.75025,2.560937664,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-5.483549347,2.138492875
14441,Corn,61795.49756,Cuming, Nebraska,1974,44313.07782,93443.91384,2.109007488,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-7.400130965,0.992063487
14521,Corn,68229.99927,Custer, Nebraska,1974,58477.0753,246245.6818,4.211738168,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-8.778173185,5.440900552
14601,Corn,67339.69086,Dawson, Nebraska,1974,59245.97802,396791.8106,6.697354136,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-4.807692311,9.114754087
14681,Corn,42734.80382,Dixon, Nebraska,1974,35086.24518,64969.01036,1.85165836,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-6.723484849,4.451038576
14761,Corn,61228.93766,Dodge, Nebraska,1974,51435.54512,141086.6694,2.742965096,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-4.23000661,2.715546489
14841,Corn,27397.21798,Dundy, Nebraska,1974,25899.8811,94663.17821,3.653102256,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,15.95273262,-8.389715826
14921,Corn,42734.80382,Fillmore, Nebraska,1974,40023.41001,248707.0717,6.21403992,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-3.030303042,8.418891181
15001,Corn,19222.568,Franklin_NE, Nebraska,1974,17522.88831,102880.5121,5.86881548,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,9.684210559,7.709750548
15081,Corn,16875.39128,Furnas, Nebraska,1974,14244.93461,78683.19447,5.52359104,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-7.434052753,2.709359628
15161,Corn,30270.48604,Gage, Nebraska,1974,19384.44226,71149.15667,3.67193268,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-25.26737968,3.030303055
15241,Corn,5341.850477,Garfield, Nebraska,1974,4411.0735,19851.14814,4.500471336,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-0.757575753,0.763358774
15321,Corn,18696.47667,Gosper, Nebraska,1974,17644.294,108014.1231,6.1198878,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,1.082251076,5.239179972
15401,Corn,25535.66402,Greeley, Nebraska,1974,19141.63088,70887.52286,3.70331672,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-2.218700479,0
15481,Corn,62645.33741,Hall, Nebraska,1974,58112.85822,390296.6877,6.71618456,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,2.842377268,4.17227456
15561,Corn,73086.22698,Hamilton_NE, Nebraska,1974,69444.0562,475469.9248,6.847997528,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,10.57585826,4.817179338
15641,Corn,19060.69375,Harlan, Nebraska,1974,16834.92272,106619.5895,6.333299272,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-3.821656072,7.534246579
15721,Corn,14285.40317,Hayes, Nebraska,1974,13030.87768,45628.42918,3.502458864,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-6.232294598,9.627329185
15801,Corn,11816.82075,Hitchcock, Nebraska,1974,10764.63808,68512.49746,6.364683312,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-0.68493152,11.87739463
15881,Corn,69241.71338,Holt, Nebraska,1974,60986.12628,391607.3969,6.421174584,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-9.29281122,17.75636614
15961,Corn,35167.18231,Howard, Nebraska,1974,29703.92614,137515.2408,4.632284304,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-8.630609906,-0.114942517
16041,Corn,14042.59178,Jefferson_NE, Nebraska,1974,11007.44947,54790.69295,4.977508744,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-3.746397661,15.66666659
16121,Corn,15863.67717,Johnson, Nebraska,1974,9712.455413,21464.13331,2.209436416,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-22.7040816,-1.259445899
16201,Corn,52204.44784,Kearney, Nebraska,1974,49857.27112,348620.7072,6.992364112,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-1.472868217,4.11622275
16281,Corn,10724.16952,Keith, Nebraska,1974,8660.272743,52936.39504,6.113610992,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,24.90566039,13.24786327
16361,Corn,3965.919294,Keya Paha, Nebraska,1974,2954.205188,14044.40154,4.751543656,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,7.142857128,-1.010101005
16441,Corn,56332.24139,Knox_NE, Nebraska,1974,42694.33525,95247.40906,2.22826684,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-14.22413792,-1.346562721
16521,Corn,15175.71158,Lancaster, Nebraska,1974,9105.426949,23318.43121,2.560937664,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-34.93333332,17.55485888
16601,Corn,39456.85011,Lincoln, Nebraska,1974,34438.74815,177903.3733,5.165812984,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-6.153846146,14.57109282
16681,Corn,5139.507656,Logan_NE, Nebraska,1974,4411.0735,13678.62223,3.100743152,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-13.38582678,0.793650789
16761,Corn,54349.28175,Madison_NE, Nebraska,1974,45122.44911,120679.2319,2.673920208,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,0,2.207001517
16841,Corn,54025.53323,Merrick, Nebraska,1974,49978.67681,282335.9073,5.6491272,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-7.940074893,1.5981735
16921,Corn,11331.19798,Morrill, Nebraska,1974,9105.426949,48981.40622,5.379224456,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,12.85714284,5.263157905
17001,Corn,32455.7885,Nemaha, Nebraska,1974,25130.97838,51191.3229,2.0399626,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-19.07730672,13.11706628
17081,Corn,15458.99153,Nuckolls, Nebraska,1974,12181.03783,72409.0632,5.944137176,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-1.832460736,5.234159779
17161,Corn,40670.90704,Otoe, Nebraska,1974,32374.85138,59934.46454,1.85165836,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-23.88059701,4.6875
17241,Corn,17239.60836,Pawnee, Nebraska,1974,8781.678436,13726.88478,1.562925192,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-40.61032863,35.23809525
17321,Corn,14568.68312,Perkins, Nebraska,1974,13597.43758,84830.31904,6.239147152,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,35.55555555,17.26384361
17401,Corn,60419.56638,Phelps, Nebraska,1974,57384.42406,412228.2056,7.180668352,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,1.406563967,9.297218163
17481,Corn,52528.19636,Pierce, Nebraska,1974,43018.08377,112286.6287,2.611152128,2.92,19400,1165080000,6455507609,18808800,2.83,88404000,80.79,-4.237288131,3.923138517
