,ITEM,AREA_PLANTED,COUNTY,STATE,DATE,AREAHARVESTED,PRODUCTION_Q,YIELD,P_PRICE,CROP_DEN,P_VALUE,EXP_VAL,IMP_VAL,LABOR_EXP,DOM_CONSUMP,LOC,deltay,deltayhat
5963,Corn,28732.6806,Gosper, Nebraska,1995,28085.18357,225523.2676,8.028037432,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,1618.74256,-809.37128
6043,Corn,31160.79445,Greeley, Nebraska,1995,26102.22392,172983.1335,6.628309248,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,-404.68564,-2428.11385
6123,Corn,79723.07151,Hall, Nebraska,1995,77092.61484,652331.8431,8.461137184,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,4451.54207,-3237.48514
6203,Corn,96315.18284,Hamilton_NE, Nebraska,1995,95343.9373,794594.5946,8.335601024,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,6070.28466,-4856.22776
6283,Corn,27923.30931,Harlan, Nebraska,1995,27113.93803,198186.3442,7.31248132,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,1618.74257,-1214.05693
6363,Corn,18210.8539,Hayes, Nebraska,1995,17603.82544,98432.73725,5.592635928,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,2428.11385,-404.68564
6443,Corn,15782.74005,Hitchcock, Nebraska,1995,15054.30589,83666.93761,5.55497508,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,2023.42821,-809.37128
6523,Corn,70010.6161,Holt, Nebraska,1995,65761.41686,539956.3097,8.210064864,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,5665.59899,-8903.08413
6603,Corn,40873.24986,Howard_NE, Nebraska,1995,38971.22734,258951.4326,6.647139672,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,4046.85642,-4451.54207
6683,Corn,19424.91083,Jefferson_NE, Nebraska,1995,19020.22518,133346.8807,7.011194536,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,3237.48513,-1618.74256
6763,Corn,7486.684381,Johnson_NE, Nebraska,1995,7162.935867,41675.98049,5.818601016,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,2225.771032,-2225.771032
6843,Corn,73652.78688,Kearney, Nebraska,1995,72843.4156,638102.0118,8.762423968,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,6879.65592,-4046.85642
6923,Corn,23067.08161,Keith, Nebraska,1995,22379.11601,164496.5454,7.350142168,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,3642.17078,-404.68564
7003,Corn,3723.107908,Keya Paha, Nebraska,1995,3156.548009,20968.80715,6.640862864,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,526.091335,-930.776977
7083,Corn,45729.47757,Knox_NE, Nebraska,1995,42411.0553,258971.7537,6.107334184,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,2023.42821,-4046.85642
7163,Corn,29542.05188,Lancaster, Nebraska,1995,28894.55485,125685.8362,4.349827944,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,404.68564,0
7243,Corn,72843.4156,Lincoln, Nebraska,1995,70860.45595,547922.1703,7.733027456,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,5665.59899,0
7323,Corn,7081.998738,Logan_NE, Nebraska,1995,6636.844532,46138.99614,6.954703264,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,1416.399748,-1011.714106
7403,Corn,54227.87605,Madison_NE, Nebraska,1995,52771.00774,309479.7805,5.862538672,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,-404.68564,-6474.97028
7483,Corn,61512.21761,Merrick, Nebraska,1995,59812.53792,443182.28,7.40663344,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,4046.85643,-4046.85643
7563,Corn,21043.65339,Morrill, Nebraska,1995,19263.03657,132620.4024,6.885658376,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,2832.7995,-809.37129
7643,Corn,22662.39596,Nemaha, Nebraska,1995,22298.17889,127679.8415,5.724448896,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,7284.34156,-8093.71285
7723,Corn,20638.96775,Nuckolls, Nebraska,1995,20234.28211,150833.164,7.456847904,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,2428.11386,-1618.74257
7803,Corn,35207.65087,Otoe, Nebraska,1995,34236.40533,177265.7996,5.1783666,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,4856.22771,-5665.59899
7883,Corn,5867.941812,Pawnee, Nebraska,1995,5422.787605,25741.71916,4.745266848,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,3439.827959,-2225.771032
7963,Corn,46943.5345,Perkins, Nebraska,1995,45850.88326,333392.6031,7.268543664,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,2023.42821,404.68565
8043,Corn,88221.47,Phelps, Nebraska,1995,87209.75589,795623.3489,9.120202024,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,4451.54206,-4451.54206
8123,Corn,55037.24734,Pierce, Nebraska,1995,52325.85354,330791.5058,6.320745656,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,2023.42821,-6070.28463
8203,Corn,81341.81408,Platte, Nebraska,1995,79439.79156,552507.1124,6.954703264,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,-2023.42821,-4046.85642
8283,Corn,60298.16069,Polk_NE, Nebraska,1995,59003.16663,437693.0502,7.419187056,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,1618.74257,-2428.11385
8363,Corn,23876.45289,Richardson, Nebraska,1995,23228.95586,126305.6289,5.435715728,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,8093.71284,-7689.0272
8443,Corn,32374.85138,Saline_NE, Nebraska,1995,31808.29148,224283.6822,7.048855384,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,809.37128,-1214.05692
8523,Corn,15782.74005,Sarpy, Nebraska,1995,15054.30589,65883.45864,4.374935176,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,809.37128,-2428.11385
8603,Corn,65559.07404,Saunders, Nebraska,1995,64021.2686,346857.8541,5.416885304,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,1214.05692,-6474.97027
8683,Corn,27518.62367,Scotts Bluff, Nebraska,1995,25616.60115,179694.1678,7.017471344,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,4856.22771,-2428.11385
8763,Corn,50990.39092,Seward, Nebraska,1995,50059.61394,338975.8179,6.772675832,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,404.68564,-404.68564
8843,Corn,11331.19798,Sheridan, Nebraska,1995,9429.175463,59497.56147,6.30819204,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,1214.05693,-809.37129
8923,Corn,25899.8811,Sherman, Nebraska,1995,23512.23581,166874.1109,7.099069848,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,2428.11385,-1618.74257
9003,Corn,5463.25617,Sioux_NE, Nebraska,1995,4856.227706,31675.47246,6.521603512,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,1011.714105,-1011.714105
9083,Corn,33184.22266,Stanton, Nebraska,1995,30594.23455,158885.3891,5.190920216,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,809.37128,-2832.7995
9163,Corn,43706.04936,Thayer, Nebraska,1995,43179.95802,321319.3457,7.444294288,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,2832.79949,-2428.11385
9243,Corn,29137.36624,Valley, Nebraska,1995,27073.46946,186196.9112,6.879381568,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,2023.42821,-2023.42821
9323,Corn,31970.16573,Washington_NE, Nebraska,1995,31201.26301,168106.076,5.385501264,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,1618.74257,-2023.42821
9403,Corn,40468.56422,Wayne_NE, Nebraska,1995,37635.76472,186179.1303,4.946124704,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,0,-3237.48514
9483,Corn,21448.33904,Webster_NE, Nebraska,1995,21205.52765,149136.3544,7.03002496,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,1214.05692,-1618.74257
9563,Corn,91458.95514,York, Nebraska,1995,90163.96108,730606.076,8.103359128,3.22,22500,2752134000,7210306520,30978132,NA,160552000,NA,7689.0272,-3642.17078
9656,Corn,40468.56422,Adair, Iowa,1995,39659.19294,211643.9748,5.3352868,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2832.7995,-4046.85642
9749,Corn,18615.53954,Adams, Iowa,1995,18048.97964,98912.82259,5.479653384,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,8093.71285,-6879.65592
9842,Corn,31160.79445,Allamakee, Iowa,1995,28894.55485,212202.8043,7.34386536,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2428.11385,0
9935,Corn,39659.19294,Audubon, Iowa,1995,39133.1016,290438.9352,7.419187056,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,3237.48513,-2832.79949
10028,Corn,73652.78688,Benton, Iowa,1995,71184.20446,526442.7962,7.394079824,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2832.7995,-1618.74257
10121,Corn,60702.84633,Black Hawk, Iowa,1995,59772.06935,486588.0918,8.141019976,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,1214.05693,-809.37128
10214,Corn,55441.93298,Boone, Iowa,1995,54956.31021,517069.7013,9.408935192,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,4046.85642,-3237.48514
10307,Corn,48966.96271,Bremer, Iowa,1995,48198.05999,391002.8449,8.109635936,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,1618.74257,-404.68564
10400,Corn,69201.24482,Buchanan, Iowa,1995,68432.3421,493268.6446,7.205775584,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-2023.42821,-2023.42821
10493,Corn,66368.44532,Buena Vista, Iowa,1995,65356.73122,574222.7189,8.7875312,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,404.68564,-1618.74257
10586,Corn,61107.53197,Butler_IA, Iowa,1995,60257.69212,473099.9797,7.852286808,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,1618.74257,-809.37129
10679,Corn,64345.01711,Calhoun, Iowa,1995,63737.98865,569371.0628,8.931897784,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2023.42821,-3642.17078
10772,Corn,64749.70275,Carroll_IA, Iowa,1995,62604.86885,515037.594,8.228895288,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-2428.11385,-1618.74257
10865,Corn,48562.27706,Cass, Iowa,1995,47833.84291,327016.8665,6.835443912,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,0,-4856.22771
10958,Corn,66773.13096,Cedar_IA, Iowa,1995,65923.29111,502463.9301,7.620044912,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-809.37128,-2023.42821
11051,Corn,66368.44532,Cerro Gordo, Iowa,1995,65882.82255,525706.1573,7.977822968,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-1618.74257,-809.37129
11144,Corn,58274.73248,Cherokee, Iowa,1995,55441.93298,449502.1337,8.109635936,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,809.37128,-1618.74257
11237,Corn,52609.13349,Chickasaw, Iowa,1995,51395.07656,400909.368,7.802072344,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,1618.74256,-1618.74256
11330,Corn,2832.799495,Clarke, Iowa,1995,2104.365339,8585.653322,4.0799252,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,9307.769775,-12949.94056
11423,Corn,57060.67555,Clay, Iowa,1995,56210.8357,450213.3713,8.009207008,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2832.7995,-2832.7995
11516,Corn,59893.47505,Clayton, Iowa,1995,56939.26986,428190.4084,7.519615984,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-1618.74257,0
11609,Corn,78509.01459,Clinton_IA, Iowa,1995,75878.55791,622510.6685,8.203788056,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-404.68565,-1618.74257
11702,Corn,70010.6161,Crawford_IA, Iowa,1995,68756.09061,484251.1684,7.042578576,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-1618.74257,-1214.05693
11795,Corn,53013.81913,Dallas, Iowa,1995,52730.53918,445818.9392,8.454860376,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,4856.2277,-2023.42821
11888,Corn,3642.17078,Decatur, Iowa,1995,2589.98811,11201.99146,4.324720712,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,9307.76977,-10117.14105
11981,Corn,75271.52945,Delaware, Iowa,1995,71872.17005,540565.9419,7.519615984,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,1618.74257,-404.68564
12074,Corn,25899.8811,Des Moines, Iowa,1995,25414.25833,191373.7045,7.5321696,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,4856.22771,-5260.91335
12167,Corn,33993.59394,Dickinson, Iowa,1995,32698.59989,257772.8104,7.883670848,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2023.42822,-2428.11386
12260,Corn,50585.70528,Dubuque, Iowa,1995,46579.31742,348684.2105,7.488231944,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2428.11385,0
12353,Corn,43706.04936,Emmet, Iowa,1995,43139.48946,346601.3005,8.03431424,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,809.37128,-1214.05692
12446,Corn,79723.07151,Fayette, Iowa,1995,77092.61484,624618.9799,8.103359128,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2832.7995,-809.37129
12539,Corn,54227.87605,Floyd, Iowa,1995,52042.57359,408351.961,7.84601,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,1618.74257,-2023.42822
12632,Corn,70819.98739,Franklin, Iowa,1995,70334.36461,583595.8138,8.297940176,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2023.42821,-2428.11385
12725,Corn,35207.65087,Fremont, Iowa,1995,34843.43379,240677.7078,6.9044888,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,13354.62619,-11735.88363
12818,Corn,61916.90326,Greene_IA, Iowa,1995,61350.34336,541581.9955,8.825192048,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,3237.48513,-3237.48513
12911,Corn,65559.07404,Grundy_IA, Iowa,1995,63616.58295,534596.6267,8.404645912,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,0,-809.37128
13004,Corn,41682.62115,Guthrie, Iowa,1995,40954.18699,307127.6163,7.50078556,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,4451.54206,-2023.42821
13097,Corn,66773.13096,Hamilton, Iowa,1995,66327.97676,605618.7767,9.13275564,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,4046.85643,-2023.42821
13190,Corn,67582.50225,Hancock_IA, Iowa,1995,66611.25671,534774.4361,8.028037432,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,809.37128,-1214.05692
13283,Corn,68796.55917,Hardin, Iowa,1995,68553.74779,610216.4194,8.900513744,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,809.37129,-1618.74257
13376,Corn,61916.90326,Harrison, Iowa,1995,61309.87479,424862.8327,6.929596032,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,4451.54206,-3237.48513
13469,Corn,27923.30931,Henry_IA, Iowa,1995,27316.28085,205471.4489,7.519615984,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,7689.0272,-8498.39849
13562,Corn,44515.42064,Howard_IA, Iowa,1995,43422.76941,340885.9988,7.852286808,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2832.7995,0
13655,Corn,51395.07656,Humboldt, Iowa,1995,51030.85948,446301.5647,8.743593544,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,3642.17078,-2832.79949
13748,Corn,46943.5345,Ida, Iowa,1995,45972.28895,363010.5669,7.896224464,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-404.68565,-1618.74256
13841,Corn,48157.59142,Iowa, Iowa,1995,46215.10034,300066.0435,6.490219472,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,4451.54207,-5260.91335
13934,Corn,42087.30679,Jackson_IA, Iowa,1995,39537.78724,269127.2099,6.804059872,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2023.42821,-809.37128
14027,Corn,64345.01711,Jasper_IA, Iowa,1995,63778.45721,522607.1936,8.19123444,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,404.68564,-2832.7995
14120,Corn,16592.11133,Jefferson, Iowa,1995,15944.6143,96194.87909,6.032012488,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,10521.8267,-12140.56927
14213,Corn,42491.99243,Johnson_IA, Iowa,1995,41480.27833,270778.2971,6.52788032,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2023.42821,-4046.85642
14306,Corn,60702.84633,Jones, Iowa,1995,58962.69807,435658.4027,7.387803016,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2832.7995,-1618.74257
14399,Corn,36017.02216,Keokuk, Iowa,1995,35126.71374,231050.5995,6.578094784,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,10521.82669,-10521.82669
14492,Corn,121405.6927,Kossuth, Iowa,1995,119948.8243,991668.3601,8.266556136,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,809.3712,-2428.1138
14585,Corn,20638.96775,Lee_IA, Iowa,1995,19708.19078,147912.0097,7.507062368,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,12545.25491,-11735.88363
14678,Corn,57060.67555,Linn, Iowa,1995,54753.96739,391993.4972,7.161837928,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2832.7995,-1618.74257
14771,Corn,31160.79445,Louisa, Iowa,1995,30675.17168,228434.2613,7.444294288,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2832.79949,-4451.54206
14864,Corn,63940.33147,Lyon, Iowa,1995,61067.06341,462024.9949,7.56355364,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,4046.85642,-1618.74257
14957,Corn,23876.45289,Madison, Iowa,1995,23188.4873,150858.5653,6.502773088,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2023.42821,-5260.91335
15050,Corn,44920.10628,Mahaska, Iowa,1995,43463.23797,314443.2026,7.237159624,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,7284.34156,-6474.97028
15143,Corn,26304.56674,Marion_IA, Iowa,1995,25252.38407,165540.5405,6.552987552,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,404.68565,-6070.28464
15236,Corn,56655.98991,Marshall_IA, Iowa,1995,56210.8357,475487.7057,8.461137184,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-404.68564,-2832.79949
15329,Corn,54227.87605,Mitchell, Iowa,1995,51435.54512,432610.2418,8.41092272,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,1618.74257,-809.37129
15422,Corn,59893.47505,Monona, Iowa,1995,57222.54981,345559.8455,6.038289296,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,7284.34156,-4451.54206
15515,Corn,4046.856422,Monroe_IA, Iowa,1995,3197.016573,16866.49055,5.278795528,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,7689.027198,-8498.398488
15608,Corn,31565.48009,Montgomery_IA, Iowa,1995,30675.17168,175472.4649,5.718172088,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,4856.22771,-5260.91335
15701,Corn,37635.76472,Muscatine, Iowa,1995,37028.73626,276442.7962,7.463124712,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2023.42822,-2832.7995
15794,Corn,63940.33147,O'Brien, Iowa,1995,62888.1488,510287.5432,8.115912744,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,809.37128,-1214.05692
15887,Corn,45324.79193,Osceola, Iowa,1995,44434.48351,359784.5966,8.09708232,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2832.79949,-1214.05692
15980,Corn,32779.53702,Page, Iowa,1995,32132.03999,180908.352,5.630296776,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,8498.39848,-7284.34156
16073,Corn,59488.7894,Palo Alto, Iowa,1995,58679.41812,468324.5275,7.984099776,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2832.7995,-3642.17078
16166,Corn,87007.41307,Plymouth, Iowa,1995,84134.14501,622993.294,7.40663344,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-1214.05692,-2428.11386
16259,Corn,67582.50225,Pocahontas, Iowa,1995,67015.94235,587558.4231,8.768700776,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2023.42821,-2428.11385
16352,Corn,36421.7078,Polk_IA, Iowa,1995,36178.89641,324527.535,8.969558632,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2023.42821,-2428.11385
16445,Corn,46943.5345,Poweshiek, Iowa,1995,45931.82039,325518.1873,7.086516232,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-2023.42822,-2023.42821
16538,Corn,7284.34156,Ringgold, Iowa,1995,6232.15889,25553.74924,4.098755624,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,10117.14105,-12140.56927
16631,Corn,63130.96018,Sac, Iowa,1995,62362.05746,508052.2251,8.147296784,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,4046.85643,-2023.42821
16724,Corn,50181.01963,Scott, Iowa,1995,49290.71122,406243.6497,8.241448904,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-1618.74257,-2023.42821
16817,Corn,70010.6161,Shelby_IA, Iowa,1995,69403.58764,495580.1666,7.143007504,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-1618.74257,-2832.7995
16910,Corn,97124.55413,Sioux_IA, Iowa,1995,92106.45216,741592.156,8.053144664,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-404.68564,-3642.17077
17003,Corn,62726.27454,Story, Iowa,1995,62200.18321,548567.3643,8.81891524,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,404.68564,-2023.42821
17096,Corn,67987.18789,Tama, Iowa,1995,67177.81661,508306.2386,7.56355364,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-1618.74257,-4856.22771
17189,Corn,14568.68312,Taylor, Iowa,1995,13556.96901,55476.52916,4.092478816,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,12140.56927,-13354.62619
17282,Corn,13759.31183,Union, Iowa,1995,12221.50639,55095.50904,4.506748144,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,3642.17078,-7689.02721
17375,Corn,5260.913349,Van Buren, Iowa,1995,4775.290578,27712.86324,5.8060474,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,12949.94055,-13759.31183
17468,Corn,24685.82417,Warren_IA, Iowa,1995,23916.92145,157640.7234,6.5906484,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,2428.11386,-6070.28464
17561,Corn,45729.47757,Washington, Iowa,1995,44798.70059,301310.7092,6.728738176,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,6474.97027,-7284.34156
17654,Corn,4451.542064,Wayne, Iowa,1995,3723.107908,16155.253,4.337274328,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,12545.25491,-16187.42569
17747,Corn,73248.10124,Webster_IA, Iowa,1995,72560.13565,674176.9965,9.28967584,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,3237.48514,-3642.17078
17840,Corn,51799.7622,Winnebago_IA, Iowa,1995,51111.79661,406878.6832,7.958992544,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,0,-404.68564
17933,Corn,55441.93298,Winneshiek, Iowa,1995,51192.73374,394228.8153,7.701643416,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,3642.17078,0
18026,Corn,73248.10124,Woodbury, Iowa,1995,70132.02179,469848.608,6.697354136,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,3642.17078,-5260.91335
18119,Corn,44920.10628,Worth, Iowa,1995,44272.60926,355415.5659,8.028037432,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,-2832.79949,-404.68565
18212,Corn,68796.55917,Wright, Iowa,1995,68391.87353,592206.8685,8.66199504,3.2,24650,4565760000,7210306520,NA,NA,160552000,NA,404.68565,-2023.42822
25,Corn,61916.90326,Adams_IL, Illinois,1996,60338.62925,526440.256,8.72476312,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,-8498.39849,22662.39597
72,Corn,4451.542064,Alexander, Illinois,1996,3237.485138,24791.709,7.65770576,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,-404.685642,404.685642
119,Corn,27518.62367,Boone_IL, Illinois,1996,26587.84669,210277.3826,7.90877808,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,0,-404.68564
166,Corn,16592.11133,Brown, Illinois,1996,16187.42569,123958.545,7.65770576,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,-809.37128,3237.48514
213,Corn,101576.0962,Bureau, Illinois,1996,100362.0393,938630.3597,9.35244392,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,5260.9133,3237.48515
260,Corn,57465.36119,Carroll_IL, Illinois,1996,55199.1216,502387.7261,9.1013716,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,0,4451.54206
307,Corn,33993.59394,Cass_IL, Illinois,1996,32860.47415,286699.8577,8.72476312,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,-1618.74256,1214.05692
354,Corn,111288.5516,Champaign, Illinois,1996,110883.866,1023115.22,9.22690776,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,809.3713,2832.7995
401,Corn,78509.01459,Christian, Illinois,1996,78104.32894,735368.8275,9.415212,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,-3237.48514,8093.71285
448,Corn,35612.33651,Clark, Illinois,1996,35126.71374,235917.4964,6.71618456,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,7689.02721,-1618.74257
495,Corn,31970.16573,Clay_IL, Illinois,1996,31565.48009,172373.5013,5.46082296,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,-5260.91334,13759.31183
542,Corn,33993.59394,Clinton_IL, Illinois,1996,31970.16573,194650.4775,6.08850376,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,-2428.11385,8093.71284
589,Corn,45324.79193,Coles, Illinois,1996,45243.8548,383382.4426,8.4736908,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,2023.42821,-404.68564
636,Corn,29137.36624,Crawford_IL, Illinois,1996,28732.6806,174939.0368,6.08850376,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,3237.48514,-809.37128
683,Corn,85388.6705,De Kalb, Illinois,1996,83769.92794,725614.7124,8.66199504,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,-809.37128,6474.97027
730,Corn,40468.56422,De Witt, Illinois,1996,40306.68996,407325.7468,10.10566088,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,-809.37128,2023.42821
777,Corn,53418.50477,Douglas, Illinois,1996,53013.81913,435912.4162,8.22261848,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,-4451.54206,5665.59899
824,Corn,2832.799495,Dupage, Illinois,1996,2751.862367,20209.30705,7.34386536,2.79,24200,4097952000,8316477742,53172582,2.83,177586000,80.79,0,0
